OBJECTID,REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME
3614,2021/04/03 00:00:00+00,Ward 6,111,5942,234993,2023/01/07 08:00:08+00
3615,2021/04/04 00:00:00+00,Ward 6,111,5948,235247,2023/01/07 08:00:08+00
3616,2021/04/05 00:00:00+00,Ward 6,111,5959,236074,2023/01/07 08:00:08+00
3617,2021/04/06 00:00:00+00,Ward 6,112,5978,236478,2023/01/07 08:00:08+00
3618,2021/04/07 00:00:00+00,Ward 6,112,6001,237366,2023/01/07 08:00:08+00
3619,2021/04/08 00:00:00+00,Ward 6,113,6001,238121,2023/01/07 08:00:08+00
3620,2021/04/09 00:00:00+00,Ward 6,113,6022,239072,2023/01/07 08:00:08+00
3621,2021/04/10 00:00:00+00,Ward 6,113,6044,239336,2023/01/07 08:00:08+00
3622,2021/04/11 00:00:00+00,Ward 6,115,6056,239680,2023/01/07 08:00:08+00
3623,2021/04/12 00:00:00+00,Ward 6,115,6060,240137,2023/01/07 08:00:08+00
3624,2021/04/13 00:00:00+00,Ward 6,115,6096,241408,2023/01/07 08:00:08+00
3625,2021/04/14 00:00:00+00,Ward 6,116,6110,241853,2023/01/07 08:00:08+00
3626,2021/04/15 00:00:00+00,Ward 6,116,6122,242470,2023/01/07 08:00:08+00
3627,2021/04/16 00:00:00+00,Ward 6,116,6135,243146,2023/01/07 08:00:08+00
3628,2021/04/17 00:00:00+00,Ward 6,116,6143,243758,2023/01/07 08:00:08+00
3629,2021/04/18 00:00:00+00,Ward 6,116,6152,244316,2023/01/07 08:00:08+00
3630,2021/04/19 00:00:00+00,Ward 6,116,6178,244768,2023/01/07 08:00:08+00
3631,2021/04/20 00:00:00+00,Ward 6,116,6188,245174,2023/01/07 08:00:08+00
3632,2021/04/21 00:00:00+00,Ward 6,117,6204,245923,2023/01/07 08:00:08+00
3633,2021/04/22 00:00:00+00,Ward 6,117,6213,246486,2023/01/07 08:00:08+00
3634,2021/04/23 00:00:00+00,Ward 6,117,6225,247068,2023/01/07 08:00:08+00
3635,2021/04/24 00:00:00+00,Ward 6,117,6234,247823,2023/01/07 08:00:08+00
3636,2021/04/25 00:00:00+00,Ward 6,117,6240,248040,2023/01/07 08:00:08+00
3637,2021/04/26 00:00:00+00,Ward 6,117,6243,248627,2023/01/07 08:00:08+00
3638,2021/04/27 00:00:00+00,Ward 6,119,6251,249006,2023/01/07 08:00:08+00
3639,2021/04/28 00:00:00+00,Ward 6,119,6258,249465,2023/01/07 08:00:08+00
3640,2021/04/29 00:00:00+00,Ward 6,119,6265,,2023/01/07 08:00:08+00
3641,2021/04/30 00:00:00+00,Ward 6,119,6278,250895,2023/01/07 08:00:08+00
3642,2021/05/01 00:00:00+00,Ward 6,119,6289,251416,2023/01/07 08:00:08+00
3643,2021/05/02 00:00:00+00,Ward 6,119,6292,251723,2023/01/07 08:00:08+00
3644,2021/05/03 00:00:00+00,Ward 6,119,6302,252021,2023/01/07 08:00:08+00
3645,2021/05/04 00:00:00+00,Ward 6,119,6307,250895,2023/01/07 08:00:08+00
3646,2021/05/05 00:00:00+00,Ward 6,119,6311,252721,2023/01/07 08:00:08+00
3647,2021/05/06 00:00:00+00,Ward 6,119,6313,253165,2023/01/07 08:00:08+00
3648,2021/05/07 00:00:00+00,Ward 6,119,6314,253311,2023/01/07 08:00:08+00
3649,2021/05/08 00:00:00+00,Ward 6,119,6318,253389,2023/01/07 08:00:08+00
3650,2021/05/09 00:00:00+00,Ward 6,119,6319,253546,2023/01/07 08:00:08+00
3651,2021/05/10 00:00:00+00,Ward 6,119,6327,254221,2023/01/07 08:00:08+00
3652,2021/05/11 00:00:00+00,Ward 6,120,6332,254935,2023/01/07 08:00:08+00
3653,2021/05/12 00:00:00+00,Ward 6,120,6333,255237,2023/01/07 08:00:08+00
3654,2021/05/13 00:00:00+00,Ward 6,120,6334,255566,2023/01/07 08:00:08+00
3655,2021/05/14 00:00:00+00,Ward 6,120,6348,256591,2023/01/07 08:00:08+00
3656,2021/05/15 00:00:00+00,Ward 6,120,6348,257032,2023/01/07 08:00:08+00
3657,2021/05/16 00:00:00+00,Ward 6,121,6348,257351,2023/01/07 08:00:08+00
3658,2021/05/17 00:00:00+00,Ward 6,121,6357,257811,2023/01/07 08:00:08+00
3659,2021/05/18 00:00:00+00,Ward 6,121,6354,257811,2023/01/07 08:00:08+00
3660,2021/05/19 00:00:00+00,Ward 6,121,6358,258137,2023/01/07 08:00:08+00
3661,2021/05/20 00:00:00+00,Ward 6,121,6362,258202,2023/01/07 08:00:08+00
3662,2021/05/21 00:00:00+00,Ward 6,121,6364,259076,2023/01/07 08:00:08+00
3663,2021/05/22 00:00:00+00,Ward 6,122,6365,259461,2023/01/07 08:00:08+00
3664,2021/05/23 00:00:00+00,Ward 6,122,6365,259756,2023/01/07 08:00:08+00
3665,2021/05/24 00:00:00+00,Ward 6,122,6367,259956,2023/01/07 08:00:08+00
3666,2021/05/25 00:00:00+00,Ward 6,123,6371,260173,2023/01/07 08:00:08+00
3667,2021/05/26 00:00:00+00,Ward 6,123,6369,260381,2023/01/07 08:00:08+00
3668,2021/05/27 00:00:00+00,Ward 6,123,6369,261127,2023/01/07 08:00:08+00
3669,2021/05/28 00:00:00+00,Ward 6,123,6383,,2023/01/07 08:00:08+00
3670,2021/05/31 00:00:00+00,Ward 6,123,6388,261470,2023/01/07 08:00:08+00
3671,2021/06/01 00:00:00+00,Ward 6,123,6386,261470,2023/01/07 08:00:08+00
3672,2021/06/02 00:00:00+00,Ward 6,124,6391,262323,2023/01/07 08:00:08+00
3673,2021/06/03 00:00:00+00,Ward 6,124,6393,262323,2023/01/07 08:00:08+00
3674,2021/06/04 00:00:00+00,Ward 6,124,6398,,2023/01/07 08:00:08+00
3675,2021/06/07 00:00:00+00,Ward 6,124,6395,262323,2023/01/07 08:00:08+00
3676,2021/06/08 00:00:00+00,Ward 6,124,6399,262323,2023/01/07 08:00:08+00
3677,2021/06/09 00:00:00+00,Ward 6,124,6403,263804,2023/01/07 08:00:08+00
3678,2021/06/10 00:00:00+00,Ward 6,124,6402,263804,2023/01/07 08:00:08+00
3679,2021/06/11 00:00:00+00,Ward 6,124,6405,263804,2023/01/07 08:00:08+00
3680,2021/06/12 00:00:00+00,Ward 6,124,,,2023/01/07 08:00:08+00
3681,2021/06/14 00:00:00+00,Ward 6,124,6408,263804,2023/01/07 08:00:08+00
3682,2021/06/15 00:00:00+00,Ward 6,124,6408,263804,2023/01/07 08:00:08+00
3683,2021/06/16 00:00:00+00,Ward 6,124,6409,265135,2023/01/07 08:00:08+00
3684,2021/06/17 00:00:00+00,Ward 6,124,6413,,2023/01/07 08:00:08+00
3685,2021/06/18 00:00:00+00,Ward 6,124,6413,265135,2023/01/07 08:00:08+00
3686,2021/06/21 00:00:00+00,Ward 6,124,6416,265135,2023/01/07 08:00:08+00
3687,2021/06/22 00:00:00+00,Ward 6,124,6418,265135,2023/01/07 08:00:08+00
3688,2021/06/23 00:00:00+00,Ward 6,124,6421,266660,2023/01/07 08:00:08+00
3689,2021/06/24 00:00:00+00,Ward 6,124,6425,266660,2023/01/07 08:00:08+00
3690,2021/06/25 00:00:00+00,Ward 6,124,6425,266660,2023/01/07 08:00:08+00
3691,2021/06/28 00:00:00+00,Ward 6,124,6428,266660,2023/01/07 08:00:08+00
3692,2021/06/29 00:00:00+00,Ward 6,124,6428,266660,2023/01/07 08:00:08+00
3693,2021/06/30 00:00:00+00,Ward 6,124,6433,,2023/01/07 08:00:08+00
3694,2021/07/01 00:00:00+00,Ward 6,124,6433,,2023/01/07 08:00:08+00
3695,2021/07/02 00:00:00+00,Ward 6,124,6435,,2023/01/07 08:00:08+00
3696,2021/07/05 00:00:00+00,Ward 6,124,6440,,2023/01/07 08:00:08+00
3697,2021/07/06 00:00:00+00,Ward 6,124,6441,268190,2023/01/07 08:00:08+00
3698,2021/07/07 00:00:00+00,Ward 6,124,6441,268190,2023/01/07 08:00:08+00
3699,2021/07/08 00:00:00+00,Ward 6,124,6440,,2023/01/07 08:00:08+00
3700,2021/07/09 00:00:00+00,Ward 6,124,6460,268190,2023/01/07 08:00:08+00
3701,2021/07/12 00:00:00+00,Ward 6,124,6465,268190,2023/01/07 08:00:08+00
3702,2021/07/13 00:00:00+00,Ward 6,124,6465,,2023/01/07 08:00:08+00
3703,2021/07/14 00:00:00+00,Ward 6,124,6474,270887,2023/01/07 08:00:08+00
3704,2021/07/15 00:00:00+00,Ward 6,124,6481,270887,2023/01/07 08:00:08+00
3705,2021/07/16 00:00:00+00,Ward 6,124,6513,270887,2023/01/07 08:00:08+00
3706,2021/07/19 00:00:00+00,Ward 6,124,6525,270887,2023/01/07 08:00:08+00
3707,2021/07/20 00:00:00+00,Ward 6,124,6532,270887,2023/01/07 08:00:08+00
3708,2021/07/21 00:00:00+00,Ward 6,124,6548,272923,2023/01/07 08:00:08+00
3709,2021/07/22 00:00:00+00,Ward 6,124,6560,272923,2023/01/07 08:00:08+00
3710,2021/07/23 00:00:00+00,Ward 6,124,6588,272923,2023/01/07 08:00:08+00
3711,2021/07/26 00:00:00+00,Ward 6,124,6595,272923,2023/01/07 08:00:08+00
3712,2021/07/27 00:00:00+00,Ward 6,124,6605,272923,2023/01/07 08:00:08+00
3713,2021/07/28 00:00:00+00,Ward 6,125,6616,275575,2023/01/07 08:00:08+00
3714,2021/07/29 00:00:00+00,Ward 6,125,6628,275575,2023/01/07 08:00:08+00
3715,2021/07/30 00:00:00+00,Ward 6,125,6680,275575,2023/01/07 08:00:08+00
3716,2021/08/02 00:00:00+00,Ward 6,125,6700,275575,2023/01/07 08:00:08+00
3717,2021/08/03 00:00:00+00,Ward 6,125,6709,275575,2023/01/07 08:00:08+00
3718,2021/08/04 00:00:00+00,Ward 6,125,6724,275575,2023/01/07 08:00:08+00
3719,2021/08/05 00:00:00+00,Ward 6,125,6750,278993,2023/01/07 08:00:08+00
3720,2021/08/06 00:00:00+00,Ward 6,125,6822,278993,2023/01/07 08:00:08+00
3721,2021/08/09 00:00:00+00,Ward 6,125,6842,278993,2023/01/07 08:00:08+00
3722,2021/08/10 00:00:00+00,Ward 6,125,6855,278993,2023/01/07 08:00:08+00
3723,2021/08/11 00:00:00+00,Ward 6,125,6882,,2023/01/07 08:00:08+00
3724,2021/08/12 00:00:00+00,Ward 6,125,6900,,2023/01/07 08:00:08+00
3725,2021/08/13 00:00:00+00,Ward 6,125,6973,,2023/01/07 08:00:08+00
3726,2021/08/16 00:00:00+00,Ward 6,126,6981,282771,2023/01/07 08:00:08+00
3727,2021/08/17 00:00:00+00,Ward 6,126,6996,282771,2023/01/07 08:00:08+00
3728,2021/08/18 00:00:00+00,Ward 6,127,7014,282771,2023/01/07 08:00:08+00
3729,2021/08/19 00:00:00+00,Ward 6,127,7044,287271,2023/01/07 08:00:08+00
3730,2021/08/20 00:00:00+00,Ward 6,127,7134,287271,2023/01/07 08:00:08+00
3731,2021/08/23 00:00:00+00,Ward 6,127,7134,287271,2023/01/07 08:00:08+00
3732,2021/08/24 00:00:00+00,Ward 6,127,7171,287271,2023/01/07 08:00:08+00
3733,2021/08/25 00:00:00+00,Ward 6,127,7195,287271,2023/01/07 08:00:08+00
3734,2021/08/26 00:00:00+00,Ward 6,128,7105,287271,2023/01/07 08:00:08+00
3735,2021/08/27 00:00:00+00,Ward 6,128,7332,292492,2023/01/07 08:00:08+00
3736,2021/08/30 00:00:00+00,Ward 6,128,7359,292492,2023/01/07 08:00:08+00
3737,2021/08/31 00:00:00+00,Ward 6,128,7375,292492,2023/01/07 08:00:08+00
3738,2021/09/01 00:00:00+00,Ward 6,128,7387,297500,2023/01/07 08:00:08+00
3739,2021/09/02 00:00:00+00,Ward 6,128,7412,297500,2023/01/07 08:00:08+00
3740,2021/09/03 00:00:00+00,Ward 6,128,7504,297500,2023/01/07 08:00:08+00
3741,2021/09/06 00:00:00+00,Ward 6,128,7504,297500,2023/01/07 08:00:08+00
3742,2021/09/07 00:00:00+00,Ward 6,128,7518,297500,2023/01/07 08:00:08+00
3743,2021/09/08 00:00:00+00,Ward 6,128,7539,301329,2023/01/07 08:00:08+00
3744,2021/09/09 00:00:00+00,Ward 6,128,7555,301329,2023/01/07 08:00:08+00
3745,2021/09/10 00:00:00+00,Ward 6,128,7659,301329,2023/01/07 08:00:08+00
3746,2021/09/13 00:00:00+00,Ward 6,129,7711,301329,2023/01/07 08:00:08+00
3747,2021/09/14 00:00:00+00,Ward 6,129,7745,301329,2023/01/07 08:00:08+00
3748,2021/09/15 00:00:00+00,Ward 6,129,7770,307772,2023/01/07 08:00:08+00
3749,2021/09/16 00:00:00+00,Ward 6,129,7792,307772,2023/01/07 08:00:08+00
3750,2021/09/17 00:00:00+00,Ward 6,129,7885,307772,2023/01/07 08:00:08+00
3751,2021/09/20 00:00:00+00,Ward 6,129,7912,307772,2023/01/07 08:00:08+00
3752,2021/09/21 00:00:00+00,Ward 6,129,7930,307772,2023/01/07 08:00:08+00
3753,2021/09/22 00:00:00+00,Ward 6,129,7950,313361,2023/01/07 08:00:08+00
3754,2021/09/23 00:00:00+00,Ward 6,129,7970,313361,2023/01/07 08:00:08+00
3755,2021/09/24 00:00:00+00,Ward 6,129,8052,313361,2023/01/07 08:00:08+00
3756,2021/09/27 00:00:00+00,Ward 6,129,8071,313361,2023/01/07 08:00:08+00
3757,2021/09/28 00:00:00+00,Ward 6,129,8080,313361,2023/01/07 08:00:08+00
3758,2021/09/29 00:00:00+00,Ward 6,129,8095,319021,2023/01/07 08:00:08+00
3759,2021/09/30 00:00:00+00,Ward 6,129,8095,319021,2023/01/07 08:00:08+00
3760,2021/10/01 00:00:00+00,Ward 6,129,8183,319021,2023/01/07 08:00:08+00
3761,2021/10/02 00:00:00+00,Ward 6,,,319021,2023/01/07 08:00:08+00
3762,2021/10/03 00:00:00+00,Ward 6,,,319021,2023/01/07 08:00:08+00
3763,2021/10/04 00:00:00+00,Ward 6,129,8201,319021,2023/01/07 08:00:08+00
3764,2021/10/05 00:00:00+00,Ward 6,129,8214,319021,2023/01/07 08:00:08+00
3765,2021/10/06 00:00:00+00,Ward 6,129,8234,324770,2023/01/07 08:00:08+00
3766,2021/10/07 00:00:00+00,Ward 6,129,8269,324770,2023/01/07 08:00:08+00
3767,2021/10/08 00:00:00+00,Ward 6,129,8329,324770,2023/01/07 08:00:08+00
3768,2021/10/11 00:00:00+00,Ward 6,129,8329,324770,2023/01/07 08:00:08+00
3769,2021/10/12 00:00:00+00,Ward 6,129,8335,324770,2023/01/07 08:00:08+00
3770,2021/10/13 00:00:00+00,Ward 6,129,8344,324770,2023/01/07 08:00:08+00
3771,2021/10/14 00:00:00+00,Ward 6,129,8362,330046,2023/01/07 08:00:08+00
3772,2021/10/15 00:00:00+00,Ward 6,129,8402,330046,2023/01/07 08:00:08+00
3773,2021/10/18 00:00:00+00,Ward 6,129,8412,330046,2023/01/07 08:00:08+00
3774,2021/10/19 00:00:00+00,Ward 6,129,8415,330046,2023/01/07 08:00:08+00
3775,2021/10/20 00:00:00+00,Ward 6,129,8418,335043,2023/01/07 08:00:08+00
3776,2021/10/21 00:00:00+00,Ward 6,129,8432,335043,2023/01/07 08:00:08+00
3777,2021/10/22 00:00:00+00,Ward 6,129,8456,335043,2023/01/07 08:00:08+00
3778,2021/10/25 00:00:00+00,Ward 6,129,8464,335043,2023/01/07 08:00:08+00
3779,2021/10/26 00:00:00+00,Ward 6,129,8478,335043,2023/01/07 08:00:08+00
3780,2021/10/27 00:00:00+00,Ward 6,129,8495,340601,2023/01/07 08:00:08+00
3781,2021/10/28 00:00:00+00,Ward 6,129,8508,340601,2023/01/07 08:00:08+00
3782,2021/10/29 00:00:00+00,Ward 6,129,8547,340601,2023/01/07 08:00:08+00
3783,2021/11/01 00:00:00+00,Ward 6,129,8559,340601,2023/01/07 08:00:08+00
3784,2021/11/02 00:00:00+00,Ward 6,129,8569,340601,2023/01/07 08:00:08+00
3785,2021/11/03 00:00:00+00,Ward 6,129,8581,345150,2023/01/07 08:00:08+00
3786,2021/11/04 00:00:00+00,Ward 6,129,8595,345150,2023/01/07 08:00:08+00
3787,2021/11/05 00:00:00+00,Ward 6,129,8621,345150,2023/01/07 08:00:08+00
3788,2021/11/08 00:00:00+00,Ward 6,129,8625,345150,2023/01/07 08:00:08+00
3789,2021/11/09 00:00:00+00,Ward 6,129,8639,345150,2023/01/07 08:00:08+00
3790,2021/11/14 00:00:00+00,Ward 6,258,8726,345150,2023/01/07 08:00:08+00
3791,2021/11/15 00:00:00+00,Ward 6,129,8736,345150,2023/01/07 08:00:08+00
3792,2021/11/16 00:00:00+00,Ward 6,129,8755,345150,2023/01/07 08:00:08+00
3793,2021/11/17 00:00:00+00,Ward 6,129,8769,355707,2023/01/07 08:00:08+00
3794,2021/11/18 00:00:00+00,Ward 6,129,8786,355707,2023/01/07 08:00:08+00
3795,2021/11/19 00:00:00+00,Ward 6,129,8841,355707,2023/01/07 08:00:08+00
3796,2021/11/21 00:00:00+00,Ward 6,,,355707,2023/01/07 08:00:08+00
3797,2021/11/22 00:00:00+00,Ward 6,129,8845,355707,2023/01/07 08:00:08+00
3798,2021/11/23 00:00:00+00,Ward 6,129,8867,355707,2023/01/07 08:00:08+00
3799,2021/11/24 00:00:00+00,Ward 6,129,8923,,2023/01/07 08:00:08+00
3800,2021/11/25 00:00:00+00,Ward 6,129,8923,,2023/01/07 08:00:08+00
3801,2021/11/26 00:00:00+00,Ward 6,129,8923,,2023/01/07 08:00:08+00
3802,2021/11/27 00:00:00+00,Ward 6,129,8923,,2023/01/07 08:00:08+00
3803,2021/11/28 00:00:00+00,Ward 6,129,8923,,2023/01/07 08:00:08+00
3804,2021/11/29 00:00:00+00,Ward 6,129,8937,,2023/01/07 08:00:08+00
3805,2021/11/30 00:00:00+00,Ward 6,129,8960,,2023/01/07 08:00:08+00
3806,2021/12/01 00:00:00+00,Ward 6,129,8974,361958,2023/01/07 08:00:08+00
3807,2021/12/02 00:00:00+00,Ward 6,129,9016,,2023/01/07 08:00:08+00
3808,2021/12/03 00:00:00+00,Ward 6,129,9045,,2023/01/07 08:00:08+00
3809,2021/12/06 00:00:00+00,Ward 6,129,9139,,2023/01/07 08:00:08+00
3810,2021/12/07 00:00:00+00,Ward 6,129,9151,,2023/01/07 08:00:08+00
3811,2021/12/08 00:00:00+00,Ward 6,129,9188,,2023/01/07 08:00:08+00
3812,2021/12/09 00:00:00+00,Ward 6,129,9211,,2023/01/07 08:00:08+00
3813,2021/12/10 00:00:00+00,Ward 6,129,9303,,2023/01/07 08:00:08+00
3814,2021/12/13 00:00:00+00,Ward 6,129,9313,,2023/01/07 08:00:08+00
3815,2021/12/14 00:00:00+00,Ward 6,,9369,,2023/01/07 08:00:08+00
3816,2021/12/15 00:00:00+00,Ward 6,129,9369,378216,2023/01/07 08:00:08+00
3817,2021/12/16 00:00:00+00,Ward 6,130,9574,,2023/01/07 08:00:08+00
3818,2021/12/17 00:00:00+00,Ward 6,130,10105,,2023/01/07 08:00:08+00
3819,2021/12/20 00:00:00+00,Ward 6,130,10105,378216,2023/01/07 08:00:08+00
3820,2021/12/21 00:00:00+00,Ward 6,130,10550,378216,2023/01/07 08:00:08+00
3821,2021/12/22 00:00:00+00,Ward 6,130,10861,391192,2023/01/07 08:00:08+00
3822,2021/12/23 00:00:00+00,Ward 6,130,12302,391192,2023/01/07 08:00:08+00
3823,2021/12/27 00:00:00+00,Ward 6,130,12587,391192,2023/01/07 08:00:08+00
3824,2021/12/28 00:00:00+00,Ward 6,130,12789,391192,2023/01/07 08:00:08+00
3825,2021/12/29 00:00:00+00,Ward 6,130,12789,391192,2023/01/07 08:00:08+00
3826,2021/12/30 00:00:00+00,Ward 6,130,14434,391192,2023/01/07 08:00:08+00
3827,2022/01/03 00:00:00+00,Ward 6,130,14680,406460,2023/01/07 08:00:08+00
3828,2022/01/04 00:00:00+00,Ward 6,130,14864,406460,2023/01/07 08:00:08+00
3829,2022/01/05 00:00:00+00,Ward 6,130,15048,414828,2023/01/07 08:00:08+00
3830,2022/01/06 00:00:00+00,Ward 6,130,15260,414828,2023/01/07 08:00:08+00
3831,2022/01/07 00:00:00+00,Ward 6,130,15830,414828,2023/01/07 08:00:08+00
3832,2022/01/10 00:00:00+00,Ward 6,132,16242,414828,2023/01/07 08:00:08+00
3833,2022/01/11 00:00:00+00,Ward 6,133,16424,,2023/01/07 08:00:08+00
3834,2022/01/12 00:00:00+00,Ward 6,133,16626,,2023/01/07 08:00:08+00
3835,2022/01/13 00:00:00+00,Ward 6,134,16626,,2023/01/07 08:00:08+00
3836,2022/01/14 00:00:00+00,Ward 6,134,35792,,2023/01/07 08:00:08+00
3837,2022/01/15 00:00:00+00,Ward 6,,18492,,2023/01/07 08:00:08+00
3838,2022/01/18 00:00:00+00,Ward 6,134,17394,,2023/01/07 08:00:08+00
3839,2022/01/19 00:00:00+00,Ward 6,134,17474,,2023/01/07 08:00:08+00
3840,2022/01/20 00:00:00+00,Ward 6,134,17558,,2023/01/07 08:00:08+00
3841,2022/01/21 00:00:00+00,Ward 6,134,17765,,2023/01/07 08:00:08+00
3842,2022/01/24 00:00:00+00,Ward 6,134,17798,430817,2023/01/07 08:00:08+00
3843,2022/01/25 00:00:00+00,Ward 6,134,17865,,2023/01/07 08:00:08+00
3844,2022/01/26 00:00:00+00,Ward 6,134,17915,437812,2023/01/07 08:00:08+00
3845,2022/01/27 00:00:00+00,Ward 6,135,17972,,2023/01/07 08:00:08+00
3846,2022/01/28 00:00:00+00,Ward 6,135,18149,,2023/01/07 08:00:08+00
3847,2022/01/31 00:00:00+00,Ward 6,135,18154,,2023/01/07 08:00:08+00
3848,2022/02/01 00:00:00+00,Ward 6,135,18174,,2023/01/07 08:00:08+00
3849,2022/02/02 00:00:00+00,Ward 6,135,18196,,2023/01/07 08:00:08+00
3850,2022/02/03 00:00:00+00,Ward 6,135,18232,,2023/01/07 08:00:08+00
3851,2022/02/04 00:00:00+00,Ward 6,136,18311,,2023/01/07 08:00:08+00
3852,2022/02/07 00:00:00+00,Ward 6,136,18309,,2023/01/07 08:00:08+00
3853,2022/02/08 00:00:00+00,Ward 6,136,18347,444388,2023/01/07 08:00:08+00
3854,2022/02/09 00:00:00+00,Ward 6,136,18357,450874,2023/01/07 08:00:08+00
3855,2022/02/10 00:00:00+00,Ward 6,137,18396,450874,2023/01/07 08:00:08+00
3856,2022/02/11 00:00:00+00,Ward 6,137,18452,450874,2023/01/07 08:00:08+00
3857,2022/02/14 00:00:00+00,Ward 6,137,,450874,2023/01/07 08:00:08+00
3858,2022/02/15 00:00:00+00,Ward 6,137,,450874,2023/01/07 08:00:08+00
3859,2022/02/16 00:00:00+00,Ward 6,137,18506,,2023/01/07 08:00:08+00
3860,2022/02/17 00:00:00+00,Ward 6,137,18485,,2023/01/07 08:00:08+00
3861,2022/02/18 00:00:00+00,Ward 6,137,18533,,2023/01/07 08:00:08+00
3862,2022/02/22 00:00:00+00,Ward 6,137,18540,,2023/01/07 08:00:08+00
3863,,Ward 6,,,,2023/01/07 08:00:08+00
3864,2020/03/31 00:00:00+00,Ward 7,,60,,2023/01/07 08:00:08+00
3865,2020/04/01 00:00:00+00,Ward 7,,66,,2023/01/07 08:00:08+00
3866,2020/04/02 00:00:00+00,Ward 7,,83,,2023/01/07 08:00:08+00
3867,2020/04/03 00:00:00+00,Ward 7,,104,,2023/01/07 08:00:08+00
3868,2020/04/04 00:00:00+00,Ward 7,,117,,2023/01/07 08:00:08+00
3869,2020/04/05 00:00:00+00,Ward 7,,138,,2023/01/07 08:00:08+00
3870,2020/04/06 00:00:00+00,Ward 7,,154,,2023/01/07 08:00:08+00
3871,2020/04/07 00:00:00+00,Ward 7,,186,,2023/01/07 08:00:08+00
3872,2020/04/08 00:00:00+00,Ward 7,,219,,2023/01/07 08:00:08+00
3873,2020/04/09 00:00:00+00,Ward 7,,238,,2023/01/07 08:00:08+00
3874,2020/04/10 00:00:00+00,Ward 7,,266,,2023/01/07 08:00:08+00
3875,2020/04/11 00:00:00+00,Ward 7,,284,,2023/01/07 08:00:08+00
3876,2020/04/12 00:00:00+00,Ward 7,,292,,2023/01/07 08:00:08+00
3877,2020/04/13 00:00:00+00,Ward 7,,296,,2023/01/07 08:00:08+00
3878,2020/04/14 00:00:00+00,Ward 7,,322,,2023/01/07 08:00:08+00
3879,2020/04/15 00:00:00+00,Ward 7,,361,,2023/01/07 08:00:08+00
3880,2020/04/16 00:00:00+00,Ward 7,,382,,2023/01/07 08:00:08+00
3881,2020/04/17 00:00:00+00,Ward 7,,402,,2023/01/07 08:00:08+00
3882,2020/04/18 00:00:00+00,Ward 7,,440,,2023/01/07 08:00:08+00
3883,2020/04/19 00:00:00+00,Ward 7,16,454,,2023/01/07 08:00:08+00
3884,2020/04/20 00:00:00+00,Ward 7,16,482,,2023/01/07 08:00:08+00
3885,2020/04/21 00:00:00+00,Ward 7,17,492,,2023/01/07 08:00:08+00
3886,2020/04/22 00:00:00+00,Ward 7,18,508,,2023/01/07 08:00:08+00
3887,2020/04/23 00:00:00+00,Ward 7,23,522,,2023/01/07 08:00:08+00
3888,2020/04/24 00:00:00+00,Ward 7,23,543,,2023/01/07 08:00:08+00
3889,2020/04/25 00:00:00+00,Ward 7,25,570,,2023/01/07 08:00:08+00
3890,2020/04/26 00:00:00+00,Ward 7,25,578,,2023/01/07 08:00:08+00
3891,2020/04/27 00:00:00+00,Ward 7,25,594,,2023/01/07 08:00:08+00
3892,2020/04/28 00:00:00+00,Ward 7,27,630,,2023/01/07 08:00:08+00
3893,2020/04/29 00:00:00+00,Ward 7,29,659,,2023/01/07 08:00:08+00
3894,2020/04/30 00:00:00+00,Ward 7,30,701,,2023/01/07 08:00:08+00
3895,2020/05/01 00:00:00+00,Ward 7,32,711,,2023/01/07 08:00:08+00
3896,2020/05/02 00:00:00+00,Ward 7,34,751,,2023/01/07 08:00:08+00
3897,2020/05/03 00:00:00+00,Ward 7,36,769,,2023/01/07 08:00:08+00
3898,2020/05/04 00:00:00+00,Ward 7,37,791,,2023/01/07 08:00:08+00
3899,2020/05/05 00:00:00+00,Ward 7,37,802,,2023/01/07 08:00:08+00
3900,2020/05/06 00:00:00+00,Ward 7,39,823,,2023/01/07 08:00:08+00
3901,2020/05/07 00:00:00+00,Ward 7,42,860,,2023/01/07 08:00:08+00
3902,2020/05/08 00:00:00+00,Ward 7,43,882,,2023/01/07 08:00:08+00
3903,2020/05/09 00:00:00+00,Ward 7,44,910,,2023/01/07 08:00:08+00
3904,2020/05/10 00:00:00+00,Ward 7,43,930,,2023/01/07 08:00:08+00
3905,2020/05/11 00:00:00+00,Ward 7,43,943,,2023/01/07 08:00:08+00
3906,2020/05/12 00:00:00+00,Ward 7,44,960,,2023/01/07 08:00:08+00
3907,2020/05/13 00:00:00+00,Ward 7,47,979,,2023/01/07 08:00:08+00
3908,2020/05/14 00:00:00+00,Ward 7,49,989,,2023/01/07 08:00:08+00
3909,2020/05/15 00:00:00+00,Ward 7,49,1016,,2023/01/07 08:00:08+00
3910,2020/05/16 00:00:00+00,Ward 7,51,1030,,2023/01/07 08:00:08+00
3911,2020/05/17 00:00:00+00,Ward 7,54,1058,,2023/01/07 08:00:08+00
3912,2020/05/18 00:00:00+00,Ward 7,56,1080,,2023/01/07 08:00:08+00
3913,2020/05/19 00:00:00+00,Ward 7,57,1091,4363,2023/01/07 08:00:08+00
3914,2020/05/20 00:00:00+00,Ward 7,59,1134,4725,2023/01/07 08:00:08+00
3915,2020/05/21 00:00:00+00,Ward 7,60,1147,,2023/01/07 08:00:08+00
3916,2020/05/22 00:00:00+00,Ward 7,61,1159,,2023/01/07 08:00:08+00
