OBJECTID,REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME
1432,2021/08/20 00:00:00+00,Ward 2,52,4377,257649,2023/01/07 08:00:08+00
1433,2021/08/23 00:00:00+00,Ward 2,52,4377,257649,2023/01/07 08:00:08+00
1434,2021/08/24 00:00:00+00,Ward 2,52,4395,257649,2023/01/07 08:00:08+00
1435,2021/08/25 00:00:00+00,Ward 2,52,4407,257649,2023/01/07 08:00:08+00
1436,2021/08/26 00:00:00+00,Ward 2,52,4364,257649,2023/01/07 08:00:08+00
1437,2021/08/27 00:00:00+00,Ward 2,52,4481,266985,2023/01/07 08:00:08+00
1438,2021/08/30 00:00:00+00,Ward 2,52,4485,266985,2023/01/07 08:00:08+00
1439,2021/08/31 00:00:00+00,Ward 2,52,4495,266985,2023/01/07 08:00:08+00
1440,2021/09/01 00:00:00+00,Ward 2,52,4504,274311,2023/01/07 08:00:08+00
1441,2021/09/02 00:00:00+00,Ward 2,52,4520,274311,2023/01/07 08:00:08+00
1442,2021/09/03 00:00:00+00,Ward 2,52,4569,274311,2023/01/07 08:00:08+00
1443,2021/09/06 00:00:00+00,Ward 2,52,4569,274311,2023/01/07 08:00:08+00
1444,2021/09/07 00:00:00+00,Ward 2,52,4571,274311,2023/01/07 08:00:08+00
1445,2021/09/08 00:00:00+00,Ward 2,52,4583,279545,2023/01/07 08:00:08+00
1446,2021/09/09 00:00:00+00,Ward 2,52,4598,279545,2023/01/07 08:00:08+00
1447,2021/09/10 00:00:00+00,Ward 2,52,4690,279545,2023/01/07 08:00:08+00
1448,2021/09/13 00:00:00+00,Ward 2,52,4741,279545,2023/01/07 08:00:08+00
1449,2021/09/14 00:00:00+00,Ward 2,52,4772,279545,2023/01/07 08:00:08+00
1450,2021/09/15 00:00:00+00,Ward 2,52,4797,289673,2023/01/07 08:00:08+00
1451,2021/09/16 00:00:00+00,Ward 2,52,4822,289673,2023/01/07 08:00:08+00
1452,2021/09/17 00:00:00+00,Ward 2,52,4868,289673,2023/01/07 08:00:08+00
1453,2021/09/20 00:00:00+00,Ward 2,52,4875,289673,2023/01/07 08:00:08+00
1454,2021/09/21 00:00:00+00,Ward 2,52,4884,289673,2023/01/07 08:00:08+00
1455,2021/09/22 00:00:00+00,Ward 2,52,4908,296988,2023/01/07 08:00:08+00
1456,2021/09/23 00:00:00+00,Ward 2,52,4932,296988,2023/01/07 08:00:08+00
1457,2021/09/24 00:00:00+00,Ward 2,52,4966,296988,2023/01/07 08:00:08+00
1458,2021/09/27 00:00:00+00,Ward 2,52,4976,296988,2023/01/07 08:00:08+00
1459,2021/09/28 00:00:00+00,Ward 2,52,4984,296988,2023/01/07 08:00:08+00
1460,2021/09/29 00:00:00+00,Ward 2,52,5003,304796,2023/01/07 08:00:08+00
1461,2021/09/30 00:00:00+00,Ward 2,52,5003,304796,2023/01/07 08:00:08+00
1462,2021/10/01 00:00:00+00,Ward 2,52,5064,304796,2023/01/07 08:00:08+00
1463,2021/10/02 00:00:00+00,Ward 2,,,304796,2023/01/07 08:00:08+00
1464,2021/10/03 00:00:00+00,Ward 2,,,304796,2023/01/07 08:00:08+00
1465,2021/10/04 00:00:00+00,Ward 2,52,5065,304796,2023/01/07 08:00:08+00
1466,2021/10/05 00:00:00+00,Ward 2,52,5074,304796,2023/01/07 08:00:08+00
1467,2021/10/06 00:00:00+00,Ward 2,52,5081,313728,2023/01/07 08:00:08+00
1468,2021/10/07 00:00:00+00,Ward 2,52,5094,313728,2023/01/07 08:00:08+00
1469,2021/10/08 00:00:00+00,Ward 2,52,5123,313728,2023/01/07 08:00:08+00
1470,2021/10/11 00:00:00+00,Ward 2,52,5123,313728,2023/01/07 08:00:08+00
1471,2021/10/12 00:00:00+00,Ward 2,52,5118,313728,2023/01/07 08:00:08+00
1472,2021/10/13 00:00:00+00,Ward 2,52,5129,313728,2023/01/07 08:00:08+00
1473,2021/10/14 00:00:00+00,Ward 2,52,5145,321225,2023/01/07 08:00:08+00
1474,2021/10/15 00:00:00+00,Ward 2,52,5162,321225,2023/01/07 08:00:08+00
1475,2021/10/18 00:00:00+00,Ward 2,52,5161,321225,2023/01/07 08:00:08+00
1476,2021/10/19 00:00:00+00,Ward 2,52,5170,321225,2023/01/07 08:00:08+00
1477,2021/10/20 00:00:00+00,Ward 2,52,5173,328684,2023/01/07 08:00:08+00
1478,2021/10/21 00:00:00+00,Ward 2,52,5184,328684,2023/01/07 08:00:08+00
1479,2021/10/22 00:00:00+00,Ward 2,52,5213,328684,2023/01/07 08:00:08+00
1480,2021/10/25 00:00:00+00,Ward 2,52,5217,328684,2023/01/07 08:00:08+00
1481,2021/10/26 00:00:00+00,Ward 2,52,5228,328684,2023/01/07 08:00:08+00
1482,2021/10/27 00:00:00+00,Ward 2,52,5253,340304,2023/01/07 08:00:08+00
1483,2021/10/28 00:00:00+00,Ward 2,52,5274,340304,2023/01/07 08:00:08+00
1484,2021/10/29 00:00:00+00,Ward 2,52,5312,340304,2023/01/07 08:00:08+00
1485,2021/11/01 00:00:00+00,Ward 2,52,5308,340304,2023/01/07 08:00:08+00
1486,2021/11/02 00:00:00+00,Ward 2,52,5324,340304,2023/01/07 08:00:08+00
1487,2021/11/03 00:00:00+00,Ward 2,52,5342,351095,2023/01/07 08:00:08+00
1488,2021/11/04 00:00:00+00,Ward 2,52,5362,351095,2023/01/07 08:00:08+00
1489,2021/11/05 00:00:00+00,Ward 2,52,5389,351095,2023/01/07 08:00:08+00
1490,2021/11/08 00:00:00+00,Ward 2,52,5385,351095,2023/01/07 08:00:08+00
1491,2021/11/09 00:00:00+00,Ward 2,52,5393,351095,2023/01/07 08:00:08+00
1492,2021/11/14 00:00:00+00,Ward 2,104,5452,351095,2023/01/07 08:00:08+00
1493,2021/11/15 00:00:00+00,Ward 2,52,5459,351095,2023/01/07 08:00:08+00
1494,2021/11/16 00:00:00+00,Ward 2,52,5462,351095,2023/01/07 08:00:08+00
1495,2021/11/17 00:00:00+00,Ward 2,52,5476,368448,2023/01/07 08:00:08+00
1496,2021/11/18 00:00:00+00,Ward 2,52,5493,368448,2023/01/07 08:00:08+00
1497,2021/11/19 00:00:00+00,Ward 2,52,5538,368448,2023/01/07 08:00:08+00
1498,2021/11/21 00:00:00+00,Ward 2,,,368448,2023/01/07 08:00:08+00
1499,2021/11/22 00:00:00+00,Ward 2,52,5547,368448,2023/01/07 08:00:08+00
1500,2021/11/23 00:00:00+00,Ward 2,52,5549,368448,2023/01/07 08:00:08+00
1501,2021/11/24 00:00:00+00,Ward 2,52,5577,,2023/01/07 08:00:08+00
1502,2021/11/25 00:00:00+00,Ward 2,52,5577,,2023/01/07 08:00:08+00
1503,2021/11/26 00:00:00+00,Ward 2,52,5577,,2023/01/07 08:00:08+00
1504,2021/11/27 00:00:00+00,Ward 2,52,5577,,2023/01/07 08:00:08+00
1505,2021/11/28 00:00:00+00,Ward 2,52,5577,,2023/01/07 08:00:08+00
1506,2021/11/29 00:00:00+00,Ward 2,52,5588,,2023/01/07 08:00:08+00
1507,2021/11/30 00:00:00+00,Ward 2,52,5607,,2023/01/07 08:00:08+00
1508,2021/12/01 00:00:00+00,Ward 2,52,5627,378231,2023/01/07 08:00:08+00
1509,2021/12/02 00:00:00+00,Ward 2,52,5657,,2023/01/07 08:00:08+00
1510,2021/12/03 00:00:00+00,Ward 2,52,5624,,2023/01/07 08:00:08+00
1511,2021/12/06 00:00:00+00,Ward 2,52,5666,,2023/01/07 08:00:08+00
1512,2021/12/07 00:00:00+00,Ward 2,52,5752,,2023/01/07 08:00:08+00
1513,2021/12/08 00:00:00+00,Ward 2,52,5758,,2023/01/07 08:00:08+00
1514,2021/12/09 00:00:00+00,Ward 2,52,5794,,2023/01/07 08:00:08+00
1515,2021/12/10 00:00:00+00,Ward 2,52,5861,,2023/01/07 08:00:08+00
1516,2021/12/13 00:00:00+00,Ward 2,52,5843,,2023/01/07 08:00:08+00
1517,2021/12/14 00:00:00+00,Ward 2,,5897,,2023/01/07 08:00:08+00
1518,2021/12/15 00:00:00+00,Ward 2,52,5897,402048,2023/01/07 08:00:08+00
1519,2021/12/16 00:00:00+00,Ward 2,52,6049,,2023/01/07 08:00:08+00
1520,2021/12/17 00:00:00+00,Ward 2,52,6450,,2023/01/07 08:00:08+00
1521,2021/12/20 00:00:00+00,Ward 2,52,6450,402048,2023/01/07 08:00:08+00
1522,2021/12/21 00:00:00+00,Ward 2,52,6679,402048,2023/01/07 08:00:08+00
1523,2021/12/22 00:00:00+00,Ward 2,52,6841,412786,2023/01/07 08:00:08+00
1524,2021/12/23 00:00:00+00,Ward 2,52,7536,412786,2023/01/07 08:00:08+00
1525,2021/12/27 00:00:00+00,Ward 2,52,7622,412786,2023/01/07 08:00:08+00
1526,2021/12/28 00:00:00+00,Ward 2,52,7683,412786,2023/01/07 08:00:08+00
1527,2021/12/29 00:00:00+00,Ward 2,52,7683,412786,2023/01/07 08:00:08+00
1528,2021/12/30 00:00:00+00,Ward 2,52,8417,412786,2023/01/07 08:00:08+00
1529,2022/01/03 00:00:00+00,Ward 2,52,8522,420164,2023/01/07 08:00:08+00
1530,2022/01/04 00:00:00+00,Ward 2,52,8627,420164,2023/01/07 08:00:08+00
1531,2022/01/05 00:00:00+00,Ward 2,52,8741,424072,2023/01/07 08:00:08+00
1532,2022/01/06 00:00:00+00,Ward 2,52,9044,424072,2023/01/07 08:00:08+00
1533,2022/01/07 00:00:00+00,Ward 2,52,9359,424072,2023/01/07 08:00:08+00
1534,2022/01/10 00:00:00+00,Ward 2,53,9688,424072,2023/01/07 08:00:08+00
1535,2022/01/11 00:00:00+00,Ward 2,53,9806,,2023/01/07 08:00:08+00
1536,2022/01/12 00:00:00+00,Ward 2,54,10004,,2023/01/07 08:00:08+00
1537,2022/01/13 00:00:00+00,Ward 2,54,10004,,2023/01/07 08:00:08+00
1538,2022/01/14 00:00:00+00,Ward 2,54,22266,,2023/01/07 08:00:08+00
1539,2022/01/15 00:00:00+00,Ward 2,,11742,,2023/01/07 08:00:08+00
1540,2022/01/18 00:00:00+00,Ward 2,54,10604,,2023/01/07 08:00:08+00
1541,2022/01/19 00:00:00+00,Ward 2,54,10656,,2023/01/07 08:00:08+00
1542,2022/01/20 00:00:00+00,Ward 2,54,10735,,2023/01/07 08:00:08+00
1543,2022/01/21 00:00:00+00,Ward 2,54,10870,,2023/01/07 08:00:08+00
1544,2022/01/24 00:00:00+00,Ward 2,54,10891,439137,2023/01/07 08:00:08+00
1545,2022/01/25 00:00:00+00,Ward 2,54,10942,,2023/01/07 08:00:08+00
1546,2022/01/26 00:00:00+00,Ward 2,54,11016,447565,2023/01/07 08:00:08+00
1547,2022/01/27 00:00:00+00,Ward 2,54,11071,,2023/01/07 08:00:08+00
1548,2022/01/28 00:00:00+00,Ward 2,54,11223,,2023/01/07 08:00:08+00
1549,2022/01/31 00:00:00+00,Ward 2,54,11240,,2023/01/07 08:00:08+00
1550,2022/02/01 00:00:00+00,Ward 2,54,11273,,2023/01/07 08:00:08+00
1551,2022/02/02 00:00:00+00,Ward 2,54,11323,,2023/01/07 08:00:08+00
1552,2022/02/03 00:00:00+00,Ward 2,54,11362,,2023/01/07 08:00:08+00
1553,2022/02/04 00:00:00+00,Ward 2,56,11465,,2023/01/07 08:00:08+00
1554,2022/02/07 00:00:00+00,Ward 2,56,11485,,2023/01/07 08:00:08+00
1555,2022/02/08 00:00:00+00,Ward 2,56,11504,457243,2023/01/07 08:00:08+00
1556,2022/02/09 00:00:00+00,Ward 2,56,11586,464782,2023/01/07 08:00:08+00
1557,2022/02/10 00:00:00+00,Ward 2,57,11634,464782,2023/01/07 08:00:08+00
1558,2022/02/11 00:00:00+00,Ward 2,57,11717,464782,2023/01/07 08:00:08+00
1559,2022/02/14 00:00:00+00,Ward 2,57,,464782,2023/01/07 08:00:08+00
1560,2022/02/15 00:00:00+00,Ward 2,57,,464782,2023/01/07 08:00:08+00
1561,2022/02/16 00:00:00+00,Ward 2,57,11771,,2023/01/07 08:00:08+00
1562,2022/02/17 00:00:00+00,Ward 2,57,12105,,2023/01/07 08:00:08+00
1563,2022/02/18 00:00:00+00,Ward 2,57,12170,,2023/01/07 08:00:08+00
1564,2022/02/22 00:00:00+00,Ward 2,57,12172,,2023/01/07 08:00:08+00
1565,,Ward 2,,,,2023/01/07 08:00:08+00
1566,2020/03/31 00:00:00+00,Ward 3,,70,,2023/01/07 08:00:08+00
1567,2020/04/01 00:00:00+00,Ward 3,,73,,2023/01/07 08:00:08+00
1568,2020/04/02 00:00:00+00,Ward 3,,77,,2023/01/07 08:00:08+00
1569,2020/04/03 00:00:00+00,Ward 3,,79,,2023/01/07 08:00:08+00
1570,2020/04/04 00:00:00+00,Ward 3,,83,,2023/01/07 08:00:08+00
1571,2020/04/05 00:00:00+00,Ward 3,,89,,2023/01/07 08:00:08+00
1572,2020/04/06 00:00:00+00,Ward 3,,95,,2023/01/07 08:00:08+00
1573,2020/04/07 00:00:00+00,Ward 3,,104,,2023/01/07 08:00:08+00
1574,2020/04/08 00:00:00+00,Ward 3,,113,,2023/01/07 08:00:08+00
1575,2020/04/09 00:00:00+00,Ward 3,,128,,2023/01/07 08:00:08+00
1576,2020/04/10 00:00:00+00,Ward 3,,139,,2023/01/07 08:00:08+00
1577,2020/04/11 00:00:00+00,Ward 3,,143,,2023/01/07 08:00:08+00
1578,2020/04/12 00:00:00+00,Ward 3,,146,,2023/01/07 08:00:08+00
1579,2020/04/13 00:00:00+00,Ward 3,,149,,2023/01/07 08:00:08+00
1580,2020/04/14 00:00:00+00,Ward 3,,161,,2023/01/07 08:00:08+00
1581,2020/04/15 00:00:00+00,Ward 3,,169,,2023/01/07 08:00:08+00
1582,2020/04/16 00:00:00+00,Ward 3,,176,,2023/01/07 08:00:08+00
1583,2020/04/17 00:00:00+00,Ward 3,,205,,2023/01/07 08:00:08+00
1584,2020/04/18 00:00:00+00,Ward 3,,211,,2023/01/07 08:00:08+00
1585,2020/04/19 00:00:00+00,Ward 3,9,226,,2023/01/07 08:00:08+00
1586,2020/04/20 00:00:00+00,Ward 3,9,223,,2023/01/07 08:00:08+00
1587,2020/04/21 00:00:00+00,Ward 3,10,215,,2023/01/07 08:00:08+00
1588,2020/04/22 00:00:00+00,Ward 3,10,227,,2023/01/07 08:00:08+00
1589,2020/04/23 00:00:00+00,Ward 3,12,252,,2023/01/07 08:00:08+00
1590,2020/04/24 00:00:00+00,Ward 3,12,258,,2023/01/07 08:00:08+00
1591,2020/04/25 00:00:00+00,Ward 3,12,268,,2023/01/07 08:00:08+00
1592,2020/04/26 00:00:00+00,Ward 3,13,261,,2023/01/07 08:00:08+00
1593,2020/04/27 00:00:00+00,Ward 3,14,264,,2023/01/07 08:00:08+00
1594,2020/04/28 00:00:00+00,Ward 3,14,270,,2023/01/07 08:00:08+00
1595,2020/04/29 00:00:00+00,Ward 3,14,282,,2023/01/07 08:00:08+00
1596,2020/04/30 00:00:00+00,Ward 3,14,294,,2023/01/07 08:00:08+00
1597,2020/05/01 00:00:00+00,Ward 3,15,302,,2023/01/07 08:00:08+00
1598,2020/05/02 00:00:00+00,Ward 3,15,311,,2023/01/07 08:00:08+00
1599,2020/05/03 00:00:00+00,Ward 3,15,314,,2023/01/07 08:00:08+00
1600,2020/05/04 00:00:00+00,Ward 3,15,317,,2023/01/07 08:00:08+00
1601,2020/05/05 00:00:00+00,Ward 3,18,326,,2023/01/07 08:00:08+00
1602,2020/05/06 00:00:00+00,Ward 3,18,332,,2023/01/07 08:00:08+00
1603,2020/05/07 00:00:00+00,Ward 3,19,339,,2023/01/07 08:00:08+00
1604,2020/05/08 00:00:00+00,Ward 3,19,343,,2023/01/07 08:00:08+00
1605,2020/05/09 00:00:00+00,Ward 3,21,347,,2023/01/07 08:00:08+00
1606,2020/05/10 00:00:00+00,Ward 3,21,350,,2023/01/07 08:00:08+00
1607,2020/05/11 00:00:00+00,Ward 3,22,353,,2023/01/07 08:00:08+00
1608,2020/05/12 00:00:00+00,Ward 3,23,357,,2023/01/07 08:00:08+00
1609,2020/05/13 00:00:00+00,Ward 3,23,362,,2023/01/07 08:00:08+00
1610,2020/05/14 00:00:00+00,Ward 3,24,364,,2023/01/07 08:00:08+00
1611,2020/05/15 00:00:00+00,Ward 3,24,368,,2023/01/07 08:00:08+00
1612,2020/05/16 00:00:00+00,Ward 3,25,374,,2023/01/07 08:00:08+00
1613,2020/05/17 00:00:00+00,Ward 3,25,377,,2023/01/07 08:00:08+00
1614,2020/05/18 00:00:00+00,Ward 3,25,380,,2023/01/07 08:00:08+00
1615,2020/05/19 00:00:00+00,Ward 3,26,382,2947,2023/01/07 08:00:08+00
1616,2020/05/20 00:00:00+00,Ward 3,27,385,3126,2023/01/07 08:00:08+00
1617,2020/05/21 00:00:00+00,Ward 3,27,393,,2023/01/07 08:00:08+00
1618,2020/05/22 00:00:00+00,Ward 3,28,396,,2023/01/07 08:00:08+00
1619,2020/05/23 00:00:00+00,Ward 3,29,404,,2023/01/07 08:00:08+00
1620,2020/05/24 00:00:00+00,Ward 3,30,408,,2023/01/07 08:00:08+00
1621,2020/05/25 00:00:00+00,Ward 3,30,410,3471,2023/01/07 08:00:08+00
1622,2020/05/26 00:00:00+00,Ward 3,30,411,3645,2023/01/07 08:00:08+00
1623,2020/05/27 00:00:00+00,Ward 3,30,413,,2023/01/07 08:00:08+00
1624,2020/05/28 00:00:00+00,Ward 3,30,416,,2023/01/07 08:00:08+00
1625,2020/05/29 00:00:00+00,Ward 3,30,400,3733,2023/01/07 08:00:08+00
1626,2020/05/30 00:00:00+00,Ward 3,30,417,3870,2023/01/07 08:00:08+00
1627,2020/05/31 00:00:00+00,Ward 3,30,419,,2023/01/07 08:00:08+00
1628,2020/06/01 00:00:00+00,Ward 3,30,420,3898,2023/01/07 08:00:08+00
1629,2020/06/02 00:00:00+00,Ward 3,30,420,4071,2023/01/07 08:00:08+00
1630,2020/06/03 00:00:00+00,Ward 3,30,428,4155,2023/01/07 08:00:08+00
1631,2020/06/04 00:00:00+00,Ward 3,30,432,4188,2023/01/07 08:00:08+00
1632,2020/06/05 00:00:00+00,Ward 3,30,435,4348,2023/01/07 08:00:08+00
1633,2020/06/06 00:00:00+00,Ward 3,30,437,4433,2023/01/07 08:00:08+00
1634,2020/06/07 00:00:00+00,Ward 3,30,438,4515,2023/01/07 08:00:08+00
1635,2020/06/08 00:00:00+00,Ward 3,30,443,4625,2023/01/07 08:00:08+00
1636,2020/06/09 00:00:00+00,Ward 3,30,446,4625,2023/01/07 08:00:08+00
1637,2020/06/10 00:00:00+00,Ward 3,30,452,4625,2023/01/07 08:00:08+00
1638,2020/06/11 00:00:00+00,Ward 3,30,453,4958,2023/01/07 08:00:08+00
1639,2020/06/12 00:00:00+00,Ward 3,30,454,5043,2023/01/07 08:00:08+00
1640,2020/06/13 00:00:00+00,Ward 3,30,454,5178,2023/01/07 08:00:08+00
1641,2020/06/14 00:00:00+00,Ward 3,30,455,5296,2023/01/07 08:00:08+00
1642,2020/06/15 00:00:00+00,Ward 3,30,455,5478,2023/01/07 08:00:08+00
1643,2020/06/16 00:00:00+00,Ward 3,30,457,5749,2023/01/07 08:00:08+00
1644,2020/06/17 00:00:00+00,Ward 3,30,462,5919,2023/01/07 08:00:08+00
1645,2020/06/18 00:00:00+00,Ward 3,30,465,6073,2023/01/07 08:00:08+00
1646,2020/06/19 00:00:00+00,Ward 3,30,465,6439,2023/01/07 08:00:08+00
1647,2020/06/20 00:00:00+00,Ward 3,30,466,6612,2023/01/07 08:00:08+00
1648,2020/06/21 00:00:00+00,Ward 3,30,467,6842,2023/01/07 08:00:08+00
1649,2020/06/22 00:00:00+00,Ward 3,30,469,6961,2023/01/07 08:00:08+00
1650,2020/06/23 00:00:00+00,Ward 3,30,469,7049,2023/01/07 08:00:08+00
1651,2020/06/24 00:00:00+00,Ward 3,30,470,7183,2023/01/07 08:00:08+00
1652,2020/06/25 00:00:00+00,Ward 3,31,470,7298,2023/01/07 08:00:08+00
1653,2020/06/26 00:00:00+00,Ward 3,32,472,7381,2023/01/07 08:00:08+00
1654,2020/06/27 00:00:00+00,Ward 3,33,477,7820,2023/01/07 08:00:08+00
1655,2020/06/28 00:00:00+00,Ward 3,33,480,8156,2023/01/07 08:00:08+00
1656,2020/06/29 00:00:00+00,Ward 3,33,481,8412,2023/01/07 08:00:08+00
1657,2020/06/30 00:00:00+00,Ward 3,33,481,8657,2023/01/07 08:00:08+00
1658,2020/07/01 00:00:00+00,Ward 3,33,481,8742,2023/01/07 08:00:08+00
1659,2020/07/02 00:00:00+00,Ward 3,33,483,8896,2023/01/07 08:00:08+00
1660,2020/07/03 00:00:00+00,Ward 3,33,485,9082,2023/01/07 08:00:08+00
1661,2020/07/04 00:00:00+00,Ward 3,33,486,9244,2023/01/07 08:00:08+00
1662,2020/07/05 00:00:00+00,Ward 3,33,489,9401,2023/01/07 08:00:08+00
1663,2020/07/06 00:00:00+00,Ward 3,33,492,9644,2023/01/07 08:00:08+00
1664,2020/07/07 00:00:00+00,Ward 3,33,500,10112,2023/01/07 08:00:08+00
1665,2020/07/08 00:00:00+00,Ward 3,33,501,,2023/01/07 08:00:08+00
1666,2020/07/09 00:00:00+00,Ward 3,33,507,10774,2023/01/07 08:00:08+00
1667,2020/07/10 00:00:00+00,Ward 3,33,510,11021,2023/01/07 08:00:08+00
1668,2020/07/11 00:00:00+00,Ward 3,33,511,11488,2023/01/07 08:00:08+00
1669,2020/07/12 00:00:00+00,Ward 3,33,513,11814,2023/01/07 08:00:08+00
1670,2020/07/13 00:00:00+00,Ward 3,33,514,12216,2023/01/07 08:00:08+00
1671,2020/07/14 00:00:00+00,Ward 3,33,518,12640,2023/01/07 08:00:08+00
1672,2020/07/15 00:00:00+00,Ward 3,33,519,12867,2023/01/07 08:00:08+00
1673,2020/07/16 00:00:00+00,Ward 3,33,521,13253,2023/01/07 08:00:08+00
1674,2020/07/17 00:00:00+00,Ward 3,33,525,13701,2023/01/07 08:00:08+00
1675,2020/07/18 00:00:00+00,Ward 3,33,532,14889,2023/01/07 08:00:08+00
1676,2020/07/19 00:00:00+00,Ward 3,33,534,14308,2023/01/07 08:00:08+00
1677,2020/07/20 00:00:00+00,Ward 3,33,540,14836,2023/01/07 08:00:08+00
1678,2020/07/21 00:00:00+00,Ward 3,33,543,15217,2023/01/07 08:00:08+00
1679,2020/07/22 00:00:00+00,Ward 3,33,540,15599,2023/01/07 08:00:08+00
1680,2020/07/23 00:00:00+00,Ward 3,33,542,15937,2023/01/07 08:00:08+00
1681,2020/07/24 00:00:00+00,Ward 3,33,545,16276,2023/01/07 08:00:08+00
1682,2020/07/25 00:00:00+00,Ward 3,33,549,16555,2023/01/07 08:00:08+00
1683,2020/07/26 00:00:00+00,Ward 3,33,553,16954,2023/01/07 08:00:08+00
1684,2020/07/27 00:00:00+00,Ward 3,33,559,17471,2023/01/07 08:00:08+00
1685,2020/07/28 00:00:00+00,Ward 3,33,559,17647,2023/01/07 08:00:08+00
1686,2020/07/29 00:00:00+00,Ward 3,33,560,17827,2023/01/07 08:00:08+00
1687,2020/07/30 00:00:00+00,Ward 3,33,560,18528,2023/01/07 08:00:08+00
1688,2020/07/31 00:00:00+00,Ward 3,33,561,19288,2023/01/07 08:00:08+00
1689,2020/08/01 00:00:00+00,Ward 3,33,565,19598,2023/01/07 08:00:08+00
1690,2020/08/02 00:00:00+00,Ward 3,33,567,19750,2023/01/07 08:00:08+00
1691,2020/08/03 00:00:00+00,Ward 3,33,572,19810,2023/01/07 08:00:08+00
1692,2020/08/04 00:00:00+00,Ward 3,33,573,20210,2023/01/07 08:00:08+00
1693,2020/08/05 00:00:00+00,Ward 3,33,578,20566,2023/01/07 08:00:08+00
1694,2020/08/06 00:00:00+00,Ward 3,33,580,20793,2023/01/07 08:00:08+00
1695,2020/08/07 00:00:00+00,Ward 3,33,582,21333,2023/01/07 08:00:08+00
1696,2020/08/08 00:00:00+00,Ward 3,33,588,21863,2023/01/07 08:00:08+00
1697,2020/08/09 00:00:00+00,Ward 3,33,593,22091,2023/01/07 08:00:08+00
1698,2020/08/10 00:00:00+00,Ward 3,33,598,22331,2023/01/07 08:00:08+00
1699,2020/08/11 00:00:00+00,Ward 3,33,601,22615,2023/01/07 08:00:08+00
1700,2020/08/12 00:00:00+00,Ward 3,33,607,23115,2023/01/07 08:00:08+00
1701,2020/08/13 00:00:00+00,Ward 3,33,614,24059,2023/01/07 08:00:08+00
1702,2020/08/14 00:00:00+00,Ward 3,33,615,24228,2023/01/07 08:00:08+00
1703,2020/08/15 00:00:00+00,Ward 3,33,617,24738,2023/01/07 08:00:08+00
1704,2020/08/16 00:00:00+00,Ward 3,33,617,24975,2023/01/07 08:00:08+00
1705,2020/08/17 00:00:00+00,Ward 3,33,620,25249,2023/01/07 08:00:08+00
1706,2020/08/18 00:00:00+00,Ward 3,33,620,25350,2023/01/07 08:00:08+00
1707,2020/08/19 00:00:00+00,Ward 3,33,626,25682,2023/01/07 08:00:08+00
1708,2020/08/20 00:00:00+00,Ward 3,33,629,26258,2023/01/07 08:00:08+00
1709,2020/08/21 00:00:00+00,Ward 3,33,632,26809,2023/01/07 08:00:08+00
1710,2020/08/22 00:00:00+00,Ward 3,33,633,27113,2023/01/07 08:00:08+00
1711,2020/08/23 00:00:00+00,Ward 3,33,635,27490,2023/01/07 08:00:08+00
1712,2020/08/24 00:00:00+00,Ward 3,33,638,27696,2023/01/07 08:00:08+00
1713,2020/08/25 00:00:00+00,Ward 3,33,639,27950,2023/01/07 08:00:08+00
1714,2020/08/26 00:00:00+00,Ward 3,33,646,28286,2023/01/07 08:00:08+00
1715,2020/08/27 00:00:00+00,Ward 3,33,652,28759,2023/01/07 08:00:08+00
1716,2020/08/28 00:00:00+00,Ward 3,33,655,29338,2023/01/07 08:00:08+00
1717,2020/08/29 00:00:00+00,Ward 3,33,659,29636,2023/01/07 08:00:08+00
1718,2020/08/30 00:00:00+00,Ward 3,33,660,29806,2023/01/07 08:00:08+00
1719,2020/08/31 00:00:00+00,Ward 3,33,662,29985,2023/01/07 08:00:08+00
1720,2020/09/01 00:00:00+00,Ward 3,33,664,30204,2023/01/07 08:00:08+00
1721,2020/09/02 00:00:00+00,Ward 3,33,666,30738,2023/01/07 08:00:08+00
1722,2020/09/03 00:00:00+00,Ward 3,33,672,31123,2023/01/07 08:00:08+00
1723,2020/09/04 00:00:00+00,Ward 3,33,674,31689,2023/01/07 08:00:08+00
1724,2020/09/05 00:00:00+00,Ward 3,33,677,32265,2023/01/07 08:00:08+00
1725,2020/09/06 00:00:00+00,Ward 3,33,676,32407,2023/01/07 08:00:08+00
1726,2020/09/07 00:00:00+00,Ward 3,33,676,32699,2023/01/07 08:00:08+00
1727,2020/09/08 00:00:00+00,Ward 3,34,678,32775,2023/01/07 08:00:08+00
1728,2020/09/09 00:00:00+00,Ward 3,34,683,32942,2023/01/07 08:00:08+00
1729,2020/09/10 00:00:00+00,Ward 3,34,688,33249,2023/01/07 08:00:08+00
1730,2020/09/11 00:00:00+00,Ward 3,34,695,33788,2023/01/07 08:00:08+00
1731,2020/09/12 00:00:00+00,Ward 3,34,697,34119,2023/01/07 08:00:08+00
1732,2020/09/13 00:00:00+00,Ward 3,34,698,34248,2023/01/07 08:00:08+00
1733,2020/09/14 00:00:00+00,Ward 3,34,703,34600,2023/01/07 08:00:08+00
1734,2020/09/15 00:00:00+00,Ward 3,34,709,34844,2023/01/07 08:00:08+00
1735,2020/09/16 00:00:00+00,Ward 3,34,713,35171,2023/01/07 08:00:08+00
1736,2020/09/17 00:00:00+00,Ward 3,34,720,35856,2023/01/07 08:00:08+00
